Video Length,Shares,Comments,Followers,Total Videos,Upload Year,Upload Month,Upload Day,Upload Weekday,Total Engagement,Engagement Rate,Number of Hashtags,Upload_Afternoon,Upload_Evening,Upload_Midnight,Upload_Morning
15,23800,37000,42800000,419,2020,10,22,4,3560800,0.0831962616822429,2,0,1,0,0
15,23600,42500,42800000,419,2020,10,22,4,3066100,0.0716378504672897,0,0,1,0,0
14,2909,13600,42800000,419,2020,10,22,4,2416509,0.0564604906542056,0,1,0,0,0
5,15100,40900,42800000,419,2020,10,21,3,4356000,0.1017757009345794,0,1,0,0,0
15,22200,43000,42800000,419,2020,10,21,3,7965200,0.1861028037383177,0,1,0,0,0
10,90200,241000,42800000,419,2020,10,19,1,8031200,0.1876448598130841,0,0,1,0,0
12,53700,90800,42800000,419,2020,10,17,6,5144500,0.1201985981308411,0,0,0,1,0
13,11400,29600,42800000,419,2020,10,16,5,6941000,0.1621728971962616,3,0,1,0,0
14,8735,11100,42800000,419,2020,10,16,5,1819835,0.0425195093457943,0,0,1,0,0
9,69500,84400,42800000,419,2020,10,10,6,8153900,0.1905116822429906,0,0,0,1,0
12,31700,98900,42800000,419,2020,10,10,6,10330600,0.2413691588785046,0,0,0,1,0
15,4690,22800,42800000,419,2020,10,10,6,5727490,0.1338198598130841,1,0,0,1,0
11,9029,44300,42800000,419,2020,10,9,5,5253329,0.1227413317757009,0,1,0,0,0
8,19400,41200,42800000,419,2020,10,7,3,7360600,0.1719766355140187,0,1,0,0,0
12,6861,22800,42800000,419,2020,10,4,7,4229661,0.0988238551401869,0,1,0,0,0
16,876,1014,4000000,152,2020,11,7,6,70490,0.0176225,0,1,0,0,0
16,2647,2681,4000000,152,2020,11,6,5,201528,0.050382,0,0,1,0,0
6,956,822,4000000,152,2020,11,5,4,125578,0.0313945,0,1,0,0,0
20,2024,1050,4000000,152,2020,11,4,3,62674,0.0156685,0,1,0,0,0
13,2289,1134,4000000,152,2020,11,3,2,89923,0.02248075,0,0,0,0,1
6,1245,935,4000000,152,2020,10,30,5,134280,0.03357,0,1,0,0,0
15,2170,1619,4000000,152,2020,10,28,3,159989,0.03999725,0,1,0,0,0
25,3078,2166,4000000,152,2020,10,26,1,259144,0.064786,0,0,1,0,0
16,4630,1937,4000000,152,2020,10,25,7,146067,0.03651675,0,1,0,0,0
28,1045,1500,4000000,152,2020,10,24,6,143045,0.03576125,2,1,0,0,0
28,3568,2755,4000000,152,2020,10,22,4,328323,0.08208075,0,1,0,0,0
15,3362,2126,4000000,152,2020,10,20,2,225188,0.056297,1,1,0,0,0
15,1749,1651,4000000,152,2020,10,19,1,114200,0.02855,3,1,0,0,0
15,1709,7249,4000000,152,2020,10,16,5,197858,0.0494645,0,0,1,0,0
12,1142,1563,4000000,152,2020,10,15,4,139205,0.03480125,0,0,1,0,0
15,1323,1157,4000000,152,2020,10,14,3,106680,0.02667,0,1,0,0,0
15,14600,9753,4000000,152,2020,10,13,2,1124353,0.28108825,0,1,0,0,0
15,1809,897,4000000,152,2020,10,12,1,136606,0.0341515,2,1,0,0,0
15,2030,1988,4000000,152,2020,10,8,4,207418,0.0518545,0,1,0,0,0
24,3542,1829,4000000,152,2020,10,7,3,158771,0.03969275,0,1,0,0,0
24,7342,4258,4000000,152,2020,10,6,2,215500,0.053875,0,1,0,0,0
8,12800,9394,4000000,152,2020,10,5,1,979794,0.2449485,0,0,0,0,1
6,1940,1943,4000000,152,2020,10,4,7,287983,0.07199575,0,0,0,0,1
14,5410,2735,4000000,152,2020,9,30,3,386545,0.09663625,2,1,0,0,0
15,3124,1851,4000000,152,2020,9,29,2,169975,0.04249375,0,0,0,0,1
10,2553,7634,26800000,4129,2020,11,6,5,882187,0.0329174253731343,0,0,0,1,0
14,5565,11500,26800000,4129,2020,11,3,2,862965,0.0322001865671641,0,0,0,1,0
15,5395,10200,26800000,4129,2020,11,2,1,645595,0.0240893656716417,1,0,0,1,0
15,10400,22400,26800000,4129,2020,11,1,7,1632800,0.0609253731343283,0,0,1,0,0
13,30100,51900,26800000,4129,2020,11,1,7,2582000,0.0963432835820895,0,0,0,1,0
15,25800,61200,26800000,4129,2020,10,30,5,5287000,0.197276119402985,0,0,1,0,0
15,10300,20600,26800000,4129,2020,10,30,5,2930900,0.1093619402985074,0,0,1,0,0
24,2860,7830,26800000,4129,2020,10,29,4,1310690,0.048906343283582,2,0,0,1,0
14,12900,20400,26800000,4129,2020,10,27,2,1933300,0.0721380597014925,0,0,0,1,0
9,11700,26000,26800000,4129,2020,10,25,7,3037700,0.1133470149253731,0,0,1,0,0
40,1817,5350,26800000,4129,2020,10,24,6,630567,0.023528619402985,0,0,1,0,0
9,35400,55200,26800000,4129,2020,10,24,6,2790600,0.1041268656716418,0,0,0,1,0
10,11800,23200,26800000,4129,2020,10,20,2,1235000,0.0460820895522388,0,0,0,1,0
11,14900,14200,26800000,4129,2020,10,15,4,827300,0.0308694029850746,0,0,0,1,0
17,92900,146400,26800000,4129,2020,10,14,3,8239300,0.3074365671641791,0,0,1,0,0
14,7859,10500,26800000,4129,2020,10,12,1,1118359,0.0417298134328358,0,0,1,0,0
15,41400,55300,26800000,4129,2020,10,10,6,1896700,0.0707723880597015,0,0,0,1,0
24,7558,21900,26800000,4129,2020,10,9,5,1129458,0.0421439552238806,0,0,1,0,0
15,9587,16600,26800000,4129,2020,10,6,2,901287,0.0336301119402985,0,0,1,0,0
10,20400,31700,26800000,4129,2020,10,4,7,1952100,0.0728395522388059,0,0,0,1,0
15,4589,24300,26800000,4129,2020,10,3,6,1528889,0.0570480970149253,0,0,1,0,0
15,10500,11800,26800000,4129,2020,10,2,5,855400,0.0319179104477612,0,0,1,0,0
15,12800,20900,26800000,4129,2020,10,2,5,2233700,0.0833470149253731,0,0,1,0,0
15,11000,22400,26800000,4129,2020,10,1,4,1333400,0.0497537313432835,0,0,1,0,0
15,7970,21000,26800000,4129,2020,9,30,3,965970,0.0360436567164179,0,0,1,0,0
11,18,105,159600,8,2020,8,12,3,17423,0.1091666666666666,3,0,0,1,0
6,7,60,159600,8,2020,8,11,2,8820,0.0552631578947368,3,0,1,0,0
15,282,210,159600,8,2020,4,28,2,28492,0.1785213032581453,3,0,0,1,0
13,68,302,159600,8,2020,3,30,1,32570,0.2040726817042606,3,0,0,1,0
15,1622,1887,159600,8,2020,3,29,7,291309,1.825244360902256,3,1,0,0,0
10,288,438,159600,8,2020,3,20,5,33526,0.210062656641604,2,1,0,0,0
15,56,129,159600,8,2020,3,13,5,22585,0.1415100250626566,3,0,1,0,0
10,110,172,159600,8,2020,3,9,1,27682,0.1734461152882205,2,0,1,0,0
11,10,18,100000,33,2020,9,16,3,1569,0.01569,0,0,0,1,0
12,13,31,100000,33,2020,9,8,2,1757,0.01757,0,0,0,1,0
14,3,26,100000,33,2020,9,5,6,3382,0.03382,0,0,0,1,0
9,6,13,100000,33,2020,9,5,6,2804,0.02804,0,0,0,1,0
15,1,8,100000,33,2020,9,4,5,2429,0.02429,0,1,0,0,0
10,4,55,100000,33,2020,9,3,4,2396,0.02396,0,0,1,0,0
8,5,11,100000,33,2020,9,2,3,2193,0.02193,0,0,0,1,0
11,185,104,100000,33,2020,9,2,3,58789,0.58789,0,0,0,1,0
20,4,9,100000,33,2020,8,30,7,1108,0.01108,0,1,0,0,0
11,6,15,100000,33,2020,8,29,6,1578,0.01578,0,0,1,0,0
29,196,349,100000,33,2020,8,28,5,66045,0.66045,0,0,0,1,0
9,14,16,100000,33,2020,8,28,5,5474,0.05474,0,0,0,1,0
9,4,22,100000,33,2020,8,25,2,1605,0.01605,0,1,0,0,0
14,4,17,100000,33,2020,8,25,2,1109,0.01109,0,0,0,1,0
15,1,21,100000,33,2020,8,24,1,1698,0.01698,0,1,0,0,0
14,4,10,100000,33,2020,8,24,1,1439,0.01439,0,1,0,0,0
15,4,8,100000,33,2020,8,24,1,1260,0.0126,0,1,0,0,0
13,3,16,100000,33,2020,8,24,1,1038,0.01038,0,0,0,1,0
56,2,5,100000,33,2020,8,23,7,1140,0.0114,0,1,0,0,0
10,4,6,100000,33,2020,8,23,7,1922,0.01922,0,1,0,0,0
15,7,20,100000,33,2020,8,22,6,3268,0.03268,0,0,1,0,0
14,15,20,100000,33,2020,8,22,6,3129,0.03129,0,0,1,0,0
14,33,34,100000,33,2020,8,21,5,6248,0.06248,0,0,0,1,0
4,10,16,100000,33,2020,8,15,6,2527,0.02527,0,0,1,0,0
15,0,10,100000,33,2020,8,15,6,681,0.00681,1,0,1,0,0
14,8,34,189700,89,2020,10,21,3,2592,0.0136636794939377,0,0,0,1,0
14,8,22,189700,89,2020,10,16,5,3080,0.0162361623616236,0,0,0,0,1
10,5,18,189700,89,2020,10,15,4,2898,0.0152767527675276,0,0,0,1,0
13,8,21,189700,89,2020,10,14,3,2019,0.0106431207169214,0,0,0,0,1
19,14,77,189700,89,2020,10,5,1,4088,0.0215498154981549,0,0,1,0,0
10,9,34,189700,89,2020,9,2,3,2297,0.0121085925144965,0,0,1,0,0
14,23,112,189700,89,2020,8,22,6,11535,0.0608065366367949,0,0,0,1,0
9,35,25,189700,89,2020,8,22,6,4283,0.022577754348972,0,0,0,1,0
8,23,114,189700,89,2020,8,10,1,17937,0.0945545598313126,0,0,0,1,0
30,37,300,189700,89,2020,7,26,7,42437,0.2237058513442277,1,0,1,0,0
21,143,200,189700,89,2020,7,26,7,39343,0.2073958882445967,1,0,0,1,0
28,14,108,189700,89,2020,7,25,6,7442,0.0392303637322087,0,0,0,1,0
13,77,326,189700,89,2020,7,24,5,16203,0.0854138112809699,1,0,0,1,0
16,13,40,189700,89,2020,7,17,5,5410,0.0285187137585661,1,0,0,1,0
16,57,224,189700,89,2020,7,16,4,23781,0.1253610964681075,1,0,0,0,1
17,221,619,189700,89,2020,7,16,4,34540,0.1820769636267791,1,0,0,0,1
15,96,658,189700,89,2020,7,14,2,52254,0.2754559831312599,1,0,0,1,0
9,890,1319,189700,89,2020,7,13,1,168909,0.8904006325777544,1,0,0,1,0
24,55,192,189700,89,2020,7,11,6,12847,0.0677227200843437,0,0,0,1,0
27,19,100,189700,89,2020,7,9,4,12319,0.0649393779652082,0,0,0,0,1
32,14,79,189700,89,2020,7,6,1,7224,0.0380811808118081,1,0,1,0,0
40,73,248,189700,89,2020,6,30,2,9881,0.0520875065893516,1,0,0,1,0
59,54,327,189700,89,2020,6,29,1,27981,0.1475013178703215,1,0,1,0,0
14,36,104,189700,89,2020,6,29,1,11640,0.0613600421718502,1,0,1,0,0
6,137,339,189700,89,2020,6,29,1,47876,0.2523774380600949,1,0,0,1,0
15,181,1445,12700000,1794,2020,11,6,5,143226,0.0112776377952755,0,0,1,0,0
13,288,1427,12700000,1794,2020,11,6,5,156715,0.0123397637795275,0,0,1,0,0
25,1035,1792,12700000,1794,2020,11,6,5,340727,0.0268288976377952,0,0,0,1,0
15,128,1558,12700000,1794,2020,11,5,4,238186,0.0187548031496063,3,0,0,1,0
11,1186,4997,12700000,1794,2020,11,4,3,660783,0.0520301574803149,0,0,1,0,0
13,341,1594,12700000,1794,2020,11,2,1,226435,0.0178295275590551,0,0,0,1,0
15,536,1987,12700000,1794,2020,11,1,7,341623,0.0268994488188976,0,0,1,0,0
59,216,3265,12700000,1794,2020,11,1,7,714681,0.0562740944881889,0,0,1,0,0
59,128,7585,12700000,1794,2020,11,1,7,359713,0.0283238582677165,0,0,1,0,0
15,189,1721,12700000,1794,2020,11,1,7,259010,0.0203944881889763,0,0,1,0,0
11,968,5257,12700000,1794,2020,11,1,7,749825,0.0590413385826771,0,0,0,1,0
15,1519,5286,12700000,1794,2020,11,1,7,1906805,0.1501421259842519,0,0,0,1,0
15,1692,6530,12700000,1794,2020,10,31,6,1208222,0.0951355905511811,0,0,0,1,0
12,390,2151,12700000,1794,2020,10,31,6,497841,0.0392000787401574,0,0,0,1,0
13,373,3056,12700000,1794,2020,10,30,5,469429,0.0369629133858267,1,0,1,0,0
17,361,2252,12700000,1794,2020,10,30,5,451113,0.0355207086614173,2,0,0,1,0
42,190,2460,12700000,1794,2020,10,28,3,351450,0.0276732283464566,2,0,0,1,0
45,283,3436,12700000,1794,2020,10,25,7,851919,0.0670802362204724,0,0,1,0,0
15,416,5980,12700000,1794,2020,10,24,6,583296,0.0459288188976377,0,0,0,1,0
15,988,6704,12700000,1794,2020,10,23,5,1207692,0.0950938582677165,0,0,1,0,0
13,213,2207,12700000,1794,2020,10,22,4,603520,0.0475212598425196,1,0,0,1,0
15,1132,5272,12700000,1794,2020,10,21,3,1106404,0.0871184251968504,0,0,1,0,0
14,349,2911,12700000,1794,2020,10,21,3,532760,0.0419496062992126,0,0,0,1,0
7,1139,2574,12700000,1794,2020,10,20,2,811113,0.0638671653543307,0,0,1,0,0
15,1209,3594,12700000,1794,2020,10,19,1,855103,0.0673309448818897,0,0,1,0,0
15,268,2351,19600000,2081,2020,11,7,6,181619,0.009266275510204,0,0,1,0,0
11,106,1640,19600000,2081,2020,11,7,6,290446,0.0148186734693877,1,0,1,0,0
15,191,1862,19600000,2081,2020,11,7,6,194253,0.0099108673469387,0,0,1,0,0
12,218,3424,19600000,2081,2020,11,7,6,234242,0.0119511224489795,0,0,1,0,0
14,1196,7867,19600000,2081,2020,11,7,6,639263,0.0326154591836734,0,1,0,0,0
11,343,3784,19600000,2081,2020,11,6,5,707127,0.0360779081632653,1,0,1,0,0
26,359,5188,19600000,2081,2020,11,6,5,937047,0.0478085204081632,0,0,1,0,0
10,455,2711,19600000,2081,2020,11,6,5,792066,0.0404115306122448,0,0,1,0,0
16,1069,4389,19600000,2081,2020,11,6,5,476758,0.024324387755102,0,0,1,0,0
11,534,3880,19600000,2081,2020,11,6,5,991714,0.0505976530612244,1,0,1,0,0
10,830,2700,19600000,2081,2020,11,6,5,346830,0.0176954081632653,0,1,0,0,0
8,878,6932,19600000,2081,2020,11,5,4,1007810,0.0514188775510204,0,0,1,0,0
8,354,2861,19600000,2081,2020,11,5,4,516815,0.0263681122448979,0,0,1,0,0
8,1410,4071,19600000,2081,2020,11,5,4,893481,0.0455857653061224,0,0,1,0,0
11,968,6830,19600000,2081,2020,11,4,3,840698,0.0428927551020408,1,0,1,0,0
15,985,4749,19600000,2081,2020,11,4,3,432034,0.0220425510204081,0,0,1,0,0
11,5942,17200,19600000,2081,2020,11,4,3,1423142,0.0726092857142857,0,0,1,0,0
11,733,5580,19600000,2081,2020,11,4,3,1306313,0.0666486224489796,1,0,1,0,0
15,1359,5486,19600000,2081,2020,11,4,3,460045,0.0234716836734693,0,0,1,0,0
46,732,5505,19600000,2081,2020,11,4,3,710737,0.0362620918367346,0,1,0,0,0
15,586,4196,19600000,2081,2020,11,3,2,890582,0.0454378571428571,1,0,1,0,0
55,4747,19600,19600000,2081,2020,11,3,2,1024347,0.0522626020408163,0,0,1,0,0
11,2841,45500,19600000,2081,2020,11,3,2,914841,0.0466755612244898,0,0,1,0,0
10,466,4605,19600000,2081,2020,11,3,2,832271,0.0424628061224489,0,0,1,0,0
11,904,5304,19600000,2081,2020,11,3,2,977808,0.0498881632653061,1,0,1,0,0
11,21,706,11500000,3188,2020,11,7,6,34127,0.0029675652173913,0,0,1,0,0
11,47,555,11500000,3188,2020,11,7,6,37602,0.0032697391304347,0,0,1,0,0
15,282,1843,11500000,3188,2020,11,7,6,138125,0.0120108695652173,0,0,1,0,0
59,10,1220,11500000,3188,2020,11,7,6,36830,0.0032026086956521,0,0,1,0,0
59,22,533,11500000,3188,2020,11,7,6,91455,0.0079526086956521,0,0,1,0,0
24,66,493,11500000,3188,2020,11,7,6,319559,0.0277877391304347,0,1,0,0,0
23,31,668,11500000,3188,2020,11,7,6,215899,0.0187738260869565,0,1,0,0,0
10,13,918,11500000,3188,2020,11,7,6,92331,0.0080287826086956,0,0,0,1,0
48,1107,7183,11500000,3188,2020,11,7,6,1708290,0.1485469565217391,1,0,0,1,0
10,136,1037,11500000,3188,2020,11,6,5,380673,0.033102,0,0,1,0,0
9,206,1451,11500000,3188,2020,11,6,5,383057,0.033309304347826,0,0,1,0,0
15,34,505,11500000,3188,2020,11,6,5,77239,0.0067164347826086,4,0,1,0,0
42,37,797,11500000,3188,2020,11,6,5,185534,0.0161333913043478,0,0,1,0,0
39,85,820,11500000,3188,2020,11,6,5,311605,0.0270960869565217,0,0,0,1,0
43,8,1019,11500000,3188,2020,11,6,5,89027,0.0077414782608695,0,0,0,1,0
13,73,1063,11500000,3188,2020,11,5,4,118236,0.0102813913043478,0,0,1,0,0
9,175,807,11500000,3188,2020,11,5,4,272782,0.0237201739130434,0,0,1,0,0
53,48,814,11500000,3188,2020,11,5,4,330462,0.0287358260869565,0,0,0,1,0
11,331,3582,11500000,3188,2020,11,5,4,952213,0.0828011304347826,1,0,0,1,0
17,45,2036,11500000,3188,2020,11,4,3,467381,0.0406418260869565,0,0,1,0,0
31,56,30000,11500000,3188,2020,11,4,3,306256,0.0266309565217391,0,0,1,0,0
10,107,1534,11500000,3188,2020,11,4,3,273241,0.0237600869565217,0,0,1,0,0
39,652,1010,11500000,3188,2020,11,4,3,288862,0.0251184347826086,2,1,0,0,0
9,109,1328,11500000,3188,2020,11,4,3,539737,0.046933652173913,0,1,0,0,0
15,97,1174,11500000,3188,2020,11,4,3,240771,0.0209366086956521,0,0,0,0,1
15,507,2024,15300000,3442,2020,11,7,6,29931,0.0019562745098039,1,0,1,0,0
19,146,880,15300000,3442,2020,11,7,6,25926,0.0016945098039215,1,0,1,0,0
19,117,580,15300000,3442,2020,11,7,6,24097,0.0015749673202614,1,0,1,0,0
19,97,641,15300000,3442,2020,11,7,6,23438,0.0015318954248366,1,0,1,0,0
19,104,582,15300000,3442,2020,11,7,6,48086,0.0031428758169934,1,0,1,0,0
19,116,540,15300000,3442,2020,11,7,6,24356,0.0015918954248366,1,0,1,0,0
19,191,548,15300000,3442,2020,11,7,6,78439,0.0051267320261437,1,0,1,0,0
19,71,723,15300000,3442,2020,11,7,6,16094,0.0010518954248366,1,0,1,0,0
18,112,596,15300000,3442,2020,11,7,6,30208,0.0019743790849673,1,0,1,0,0
19,181,824,15300000,3442,2020,11,7,6,71105,0.004647385620915,1,0,1,0,0
19,125,718,15300000,3442,2020,11,7,6,24543,0.0016041176470588,1,0,1,0,0
19,123,611,15300000,3442,2020,11,7,6,20334,0.0013290196078431,1,0,1,0,0
11,3100,10300,15300000,3442,2020,11,7,6,979500,0.0640196078431372,0,0,0,1,0
20,686,6663,15300000,3442,2020,11,5,4,143349,0.0093692156862745,0,0,1,0,0
10,393,2118,15300000,3442,2020,11,5,4,273411,0.01787,1,0,1,0,0
15,621,1719,15300000,3442,2020,11,5,4,161340,0.0105450980392156,0,0,1,0,0
33,359,1301,15300000,3442,2020,11,5,4,141060,0.0092196078431372,0,0,1,0,0
39,589,1523,15300000,3442,2020,11,5,4,306812,0.0200530718954248,0,0,1,0,0
56,2462,8445,15300000,3442,2020,11,5,4,1310907,0.0856801960784313,0,1,0,0,0
15,1037,2800,15300000,3442,2020,11,5,4,547237,0.0357671241830065,0,1,0,0,0
59,413,3069,15300000,3442,2020,11,5,4,207882,0.0135870588235294,0,0,0,0,1
8,549,11100,15300000,3442,2020,11,4,3,275449,0.018003202614379,0,0,1,0,0
14,477,3080,15300000,3442,2020,11,4,3,235057,0.015363202614379,0,0,1,0,0
17,5955,6707,15300000,3442,2020,11,4,3,775362,0.0506772549019607,0,0,1,0,0
8,249,1574,15300000,3442,2020,11,4,3,131923,0.0086224183006535,0,0,1,0,0
14,0,0,23500,47,2020,8,26,3,220,0.0093617021276595,1,0,0,1,0
10,4,0,23500,47,2020,8,26,3,484,0.020595744680851,0,0,0,1,0
15,1,0,23500,47,2020,8,26,3,158,0.0067234042553191,1,0,0,1,0
11,0,0,23500,47,2020,8,25,2,295,0.0125531914893617,0,0,1,0,0
13,5,0,23500,47,2020,8,25,2,853,0.0362978723404255,0,0,0,1,0
10,3,0,23500,47,2020,8,25,2,382,0.0162553191489361,0,0,0,1,0
15,0,0,23500,47,2020,8,25,2,120,0.0051063829787234,2,0,0,1,0
15,3,0,23500,47,2020,8,25,2,193,0.0082127659574468,0,0,0,1,0
15,0,0,23500,47,2020,8,24,1,228,0.0097021276595744,0,0,1,0,0
9,7,0,23500,47,2020,8,24,1,231,0.0098297872340425,0,0,1,0,0
4,1,0,23500,47,2020,8,24,1,346,0.0147234042553191,0,0,1,0,0
13,0,0,23500,47,2020,8,23,7,185,0.0078723404255319,0,0,1,0,0
12,0,0,23500,47,2020,8,23,7,145,0.0061702127659574,2,0,1,0,0
56,0,0,23500,47,2020,8,23,7,112,0.0047659574468085,0,1,0,0,0
10,1,0,23500,47,2020,8,23,7,162,0.0068936170212765,0,1,0,0,0
15,0,0,23500,47,2020,8,23,7,113,0.0048085106382978,1,0,0,1,0
15,1,0,23500,47,2020,8,23,7,130,0.005531914893617,0,0,0,1,0
14,0,0,23500,47,2020,8,23,7,102,0.0043404255319148,1,0,0,1,0
13,0,0,23500,47,2020,8,23,7,158,0.0067234042553191,0,0,0,1,0
5,1,0,23500,47,2020,8,23,7,153,0.0065106382978723,0,0,0,1,0
27,0,0,23500,47,2020,8,22,6,131,0.0055744680851063,0,0,1,0,0
13,0,0,23500,47,2020,8,22,6,118,0.0050212765957446,0,0,0,1,0
15,0,0,23500,47,2020,8,22,6,127,0.0054042553191489,0,0,0,1,0
14,0,0,23500,47,2020,8,22,6,82,0.0034893617021276,1,0,0,1,0
14,1,0,23500,47,2020,8,22,6,228,0.0097021276595744,0,0,0,1,0
21,325,147,2000000,179,2020,11,2,1,28572,0.014286,1,0,1,0,0
10,68,269,2000000,179,2020,10,31,6,113737,0.0568685,0,1,0,0,0
15,39,170,2000000,179,2020,10,30,5,51109,0.0255545,1,0,1,0,0
59,4,82,2000000,179,2020,10,30,5,34586,0.017293,2,1,0,0,0
15,183,140,2000000,179,2020,10,29,4,82023,0.0410115,1,0,0,1,0
41,57,201,2000000,179,2020,10,28,3,29058,0.014529,2,0,1,0,0
15,15,110,2000000,179,2020,10,28,3,81425,0.0407125,0,1,0,0,0
10,4367,854,2000000,179,2020,10,27,2,705721,0.3528605,0,0,1,0,0
59,8,197,2000000,179,2020,10,27,2,23205,0.0116025,0,0,1,0,0
11,69,536,2000000,179,2020,10,27,2,139005,0.0695025,0,1,0,0,0
11,199,507,2000000,179,2020,10,25,7,437406,0.218703,0,0,1,0,0
59,53,117,2000000,179,2020,10,22,4,24070,0.012035,2,0,1,0,0
21,48,274,2000000,179,2020,10,21,3,47022,0.023511,2,0,1,0,0
15,100,279,2000000,179,2020,10,17,6,53179,0.0265895,0,1,0,0,0
15,53,169,2000000,179,2020,10,17,6,54522,0.027261,0,1,0,0,0
15,85,161,2000000,179,2020,10,16,5,88246,0.044123,0,0,1,0,0
9,81,243,2000000,179,2020,10,16,5,55324,0.027662,0,0,1,0,0
13,37,154,2000000,179,2020,10,16,5,29391,0.0146955,0,1,0,0,0
59,24,185,2000000,179,2020,10,15,4,29409,0.0147045,0,0,1,0,0
9,29,103,2000000,179,2020,10,15,4,22832,0.011416,0,0,1,0,0
15,44,541,2000000,179,2020,10,15,4,67385,0.0336925,0,0,1,0,0
7,68,216,2000000,179,2020,10,14,3,124784,0.062392,0,0,0,1,0
20,18,158,2000000,179,2020,10,11,7,38376,0.019188,1,0,1,0,0
11,66,418,2000000,179,2020,10,6,2,60184,0.030092,0,0,1,0,0
22,16,129,2000000,179,2020,10,4,7,27745,0.0138725,1,0,0,1,0
40,34,585,13600000,938,2020,11,7,6,134119,0.0098616911764705,0,0,1,0,0
29,42,753,13600000,938,2020,11,6,5,393795,0.0289555147058823,0,0,1,0,0
15,339,1109,13600000,938,2020,11,6,5,758948,0.055805,0,0,1,0,0
55,112,1055,13600000,938,2020,11,6,5,727367,0.0534828676470588,0,0,0,1,0
58,91,1413,13600000,938,2020,11,6,5,439804,0.0323385294117647,0,0,0,1,0
44,276,1230,13600000,938,2020,11,6,5,948406,0.0697357352941176,0,0,0,1,0
56,297,1644,13600000,938,2020,11,5,4,774141,0.0569221323529411,0,0,1,0,0
36,18,585,13600000,938,2020,11,5,4,110203,0.0081031617647058,0,0,1,0,0
9,1186,1378,13600000,938,2020,11,5,4,740364,0.0544385294117647,0,0,1,0,0
15,80,352,13600000,938,2020,11,5,4,140032,0.0102964705882352,0,0,1,0,0
15,791,1491,13600000,938,2020,11,4,3,660582,0.0485722058823529,0,0,1,0,0
47,1627,1820,13600000,938,2020,11,3,2,1103447,0.0811358088235294,0,0,1,0,0
7,982,1513,13600000,938,2020,11,3,2,796095,0.0585363970588235,0,1,0,0,0
8,811,655,13600000,938,2020,11,2,1,349366,0.0256886764705882,0,1,0,0,0
15,780,1622,13600000,938,2020,11,1,7,792502,0.0582722058823529,0,0,1,0,0
6,1144,562,13600000,938,2020,11,1,7,289906,0.0213166176470588,0,0,1,0,0
17,1025,2013,13600000,938,2020,11,1,7,917738,0.0674807352941176,0,0,0,1,0
22,72,448,13600000,938,2020,11,1,7,96720,0.0071117647058823,0,0,0,1,0
59,875,2129,13600000,938,2020,10,31,6,1103004,0.0811032352941176,0,0,1,0,0
17,555,1689,13600000,938,2020,10,31,6,705844,0.051900294117647,0,0,1,0,0
8,631,1136,13600000,938,2020,10,30,5,522267,0.0384019852941176,0,0,1,0,0
15,156,545,13600000,938,2020,10,30,5,222101,0.0163309558823529,0,0,1,0,0
34,234,1154,13600000,938,2020,10,29,4,840988,0.0618373529411764,0,0,1,0,0
21,46,670,13600000,938,2020,10,29,4,236416,0.0173835294117647,0,0,1,0,0
10,680,2238,13600000,938,2020,10,29,4,505118,0.0371410294117647,0,0,1,0,0
9,187,1463,8900000,411,2020,11,7,6,259550,0.0291629213483146,0,0,1,0,0
50,1213,2603,8900000,411,2020,11,7,6,1203816,0.1352602247191011,0,0,0,1,0
7,344,1359,8900000,411,2020,11,6,5,537703,0.0604160674157303,0,0,1,0,0
15,539,2171,8900000,411,2020,11,6,5,518810,0.0582932584269662,0,0,0,1,0
10,215,1290,8900000,411,2020,11,6,5,464805,0.0522252808988764,0,0,0,1,0
15,318,1100,8900000,411,2020,11,5,4,248618,0.027934606741573,0,0,1,0,0
15,1147,2414,8900000,411,2020,11,5,4,680661,0.0764787640449438,0,0,0,1,0
8,757,2400,8900000,411,2020,11,2,1,1203157,0.1351861797752809,0,1,0,0,0
15,1202,2773,8900000,411,2020,11,2,1,838275,0.094188202247191,0,0,0,1,0
8,1521,4196,8900000,411,2020,11,1,7,1805717,0.2028895505617977,0,0,1,0,0
57,164,10700,8900000,411,2020,11,1,7,579764,0.0651420224719101,0,0,1,0,0
15,569,3054,8900000,411,2020,11,1,7,674623,0.0758003370786516,0,0,0,1,0
18,779,1604,8900000,411,2020,11,1,7,589183,0.0662003370786516,0,0,0,1,0
9,1519,3872,8900000,411,2020,11,1,7,1705391,0.1916169662921348,0,0,0,1,0
11,890,1794,8900000,411,2020,10,31,6,948084,0.1065262921348314,0,0,1,0,0
15,4246,17600,8900000,411,2020,10,31,6,2521846,0.2833534831460674,0,0,0,1,0
52,475,1078,8900000,411,2020,10,31,6,419053,0.047084606741573,0,0,0,1,0
5,609,3067,8900000,411,2020,10,30,5,847176,0.0951883146067415,0,0,1,0,0
15,724,2471,8900000,411,2020,10,30,5,923095,0.1037185393258427,0,0,0,1,0
46,566,2852,8900000,411,2020,10,30,5,1103418,0.1239795505617977,0,0,0,1,0
9,389,1047,8900000,411,2020,10,29,4,459236,0.0515995505617977,0,0,1,0,0
18,5191,4566,8900000,411,2020,10,29,4,1909757,0.2145794382022472,0,0,1,0,0
23,84,1176,8900000,411,2020,10,27,2,255160,0.0286696629213483,3,0,1,0,0
15,915,2085,8900000,411,2020,10,26,1,513000,0.0576404494382022,0,0,1,0,0
